,path,label_int
684,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000103_224resized.png,5
685,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000095_224resized.png,2
686,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000005_224resized.png,0
687,../Dataset/Data\lion-resize-224\lion-resize-224\00000584_224resized.png,3
688,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000382_224resized.png,2
689,../Dataset/Data\lion-resize-224\lion-resize-224\00000221_224resized.png,3
690,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000180_224resized.png,0
691,../Dataset/Data\lion-resize-224\lion-resize-224\00000026_224resized.png,3
692,../Dataset/Data\lion-resize-224\lion-resize-224\00000251_224resized.png,3
693,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000303_224resized.png,2
694,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000239_224resized.png,2
695,../Dataset/Data\fox-resize-224\fox-resize-224\00000358_224resized.png,1
696,../Dataset/Data\lion-resize-224\lion-resize-224\00000069_224resized.png,3
697,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000164_224resized.png,5
698,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000141_224resized.png,4
699,../Dataset/Data\fox-resize-224\fox-resize-224\00000322_224resized.png,1
700,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000596_224resized.png,0
701,../Dataset/Data\lion-resize-224\lion-resize-224\00000235_224resized.png,3
702,../Dataset/Data\fox-resize-224\fox-resize-224\00000264_224resized.png,1
703,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000410_224resized.png,4
704,../Dataset/Data\lion-resize-224\lion-resize-224\00000302_224resized.png,3
705,../Dataset/Data\fox-resize-224\fox-resize-224\00000263_224resized.png,1
706,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000540_224resized.png,5
707,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000476_224resized.png,4
708,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000062_224resized.png,5
709,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000400_224resized.png,4
710,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000039_224resized.png,4
711,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000430_224resized.png,2
712,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000405_224resized.png,2
713,../Dataset/Data\lion-resize-224\lion-resize-224\00000491_224resized.png,3
714,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000195_224resized.png,5
715,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000253_224resized.png,4
716,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000157_224resized.png,4
717,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000241_224resized.png,5
718,../Dataset/Data\lion-resize-224\lion-resize-224\00000439_224resized.png,3
719,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000289_224resized.png,0
720,../Dataset/Data\fox-resize-224\fox-resize-224\00000421_224resized.png,1
721,../Dataset/Data\fox-resize-224\fox-resize-224\00000195_224resized.png,1
722,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000407_224resized.png,2
723,../Dataset/Data\fox-resize-224\fox-resize-224\00000361_224resized.png,1
724,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000506_224resized.png,0
725,../Dataset/Data\lion-resize-224\lion-resize-224\00000217_224resized.png,3
726,../Dataset/Data\lion-resize-224\lion-resize-224\00000271_224resized.png,3
727,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000248_224resized.png,2
728,../Dataset/Data\fox-resize-224\fox-resize-224\00000086_224resized.png,1
729,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000365_224resized.png,5
730,../Dataset/Data\lion-resize-224\lion-resize-224\00000246_224resized.png,3
731,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000304_224resized.png,0
732,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000114_224resized.png,4
733,../Dataset/Data\fox-resize-224\fox-resize-224\00000155_224resized.png,1
734,../Dataset/Data\fox-resize-224\fox-resize-224\00000210_224resized.png,1
735,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000112_224resized.png,4
736,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000531_224resized.png,2
737,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000377_224resized.png,2
738,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000210_224resized.png,2
739,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000279_224resized.png,0
740,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000407_224resized.png,4
741,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000511_224resized.png,2
742,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000420_224resized.png,2
743,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000399_224resized.png,0
744,../Dataset/Data\fox-resize-224\fox-resize-224\00000372_224resized.png,1
745,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000220_224resized.png,0
746,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000005_224resized.png,2
747,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000179_224resized.png,2
748,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000216_224resized.png,4
749,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000249_224resized.png,4
750,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000198_224resized.png,5
751,../Dataset/Data\lion-resize-224\lion-resize-224\00000140_224resized.png,3
752,../Dataset/Data\fox-resize-224\fox-resize-224\00000400_224resized.png,1
753,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000120_224resized.png,4
754,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000325_224resized.png,0
755,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000007_224resized.png,0
756,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000483_224resized.png,4
757,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000429_224resized.png,4
758,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000240_224resized.png,0
759,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000040_224resized.png,5
760,../Dataset/Data\fox-resize-224\fox-resize-224\00000240_224resized.png,1
761,../Dataset/Data\lion-resize-224\lion-resize-224\00000303_224resized.png,3
762,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000199_224resized.png,2
763,../Dataset/Data\fox-resize-224\fox-resize-224\00000175_224resized.png,1
764,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000229_224resized.png,2
765,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000185_224resized.png,0
766,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000275_224resized.png,4
767,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000017_224resized.png,0
768,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000004_224resized.png,4
769,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000249_224resized.png,2
770,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000023_224resized.png,5
771,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000264_224resized.png,0
772,../Dataset/Data\fox-resize-224\fox-resize-224\00000350_224resized.png,1
773,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000127_224resized.png,0
774,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000299_224resized.png,0
775,../Dataset/Data\lion-resize-224\lion-resize-224\00000186_224resized.png,3
776,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000204_224resized.png,0
777,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000178_224resized.png,4
778,../Dataset/Data\fox-resize-224\fox-resize-224\00000060_224resized.png,1
779,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000361_224resized.png,5
780,../Dataset/Data\lion-resize-224\lion-resize-224\00000098_224resized.png,3
781,../Dataset/Data\fox-resize-224\fox-resize-224\00000176_224resized.png,1
782,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000161_224resized.png,5
783,../Dataset/Data\fox-resize-224\fox-resize-224\00000282_224resized.png,1
784,../Dataset/Data\lion-resize-224\lion-resize-224\00000556_224resized.png,3
785,../Dataset/Data\fox-resize-224\fox-resize-224\00000160_224resized.png,1
786,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000449_224resized.png,4
787,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000158_224resized.png,5
788,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000412_224resized.png,4
789,../Dataset/Data\lion-resize-224\lion-resize-224\00000056_224resized.png,3
790,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000338_224resized.png,2
791,../Dataset/Data\fox-resize-224\fox-resize-224\00000231_224resized.png,1
792,../Dataset/Data\lion-resize-224\lion-resize-224\00000128_224resized.png,3
793,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000163_224resized.png,5
794,../Dataset/Data\lion-resize-224\lion-resize-224\00000087_224resized.png,3
795,../Dataset/Data\lion-resize-224\lion-resize-224\00000089_224resized.png,3
796,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000283_224resized.png,0
797,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000315_224resized.png,0
798,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000008_224resized.png,0
799,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000418_224resized.png,4
800,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000013_224resized.png,5
801,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000459_224resized.png,5
802,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000503_224resized.png,5
803,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000213_224resized.png,2
804,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000032_224resized.png,0
805,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000339_224resized.png,0
806,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000158_224resized.png,2
807,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000386_224resized.png,2
808,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000447_224resized.png,4
809,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000278_224resized.png,2
810,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000122_224resized.png,0
811,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000449_224resized.png,0
812,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000344_224resized.png,0
813,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000265_224resized.png,0
814,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000509_224resized.png,5
815,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000225_224resized.png,4
816,../Dataset/Data\fox-resize-224\fox-resize-224\00000078_224resized.png,1
817,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000273_224resized.png,0
818,../Dataset/Data\fox-resize-224\fox-resize-224\00000270_224resized.png,1
819,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000126_224resized.png,5
820,../Dataset/Data\fox-resize-224\fox-resize-224\00000332_224resized.png,1
821,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000479_224resized.png,4
822,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000090_224resized.png,5
823,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000152_224resized.png,2
824,../Dataset/Data\fox-resize-224\fox-resize-224\00000141_224resized.png,1
825,../Dataset/Data\fox-resize-224\fox-resize-224\00000077_224resized.png,1
826,../Dataset/Data\lion-resize-224\lion-resize-224\00000136_224resized.png,3
827,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000521_224resized.png,0
828,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000162_224resized.png,0
829,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000186_224resized.png,4
830,../Dataset/Data\lion-resize-224\lion-resize-224\00000532_224resized.png,3
831,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000267_224resized.png,2
832,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000207_224resized.png,0
833,../Dataset/Data\fox-resize-224\fox-resize-224\00000352_224resized.png,1
834,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000128_224resized.png,4
835,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000170_224resized.png,0
836,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000375_224resized.png,5
837,../Dataset/Data\fox-resize-224\fox-resize-224\00000038_224resized.png,1
838,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000030_224resized.png,2
839,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000014_224resized.png,0
840,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000482_224resized.png,4
841,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000474_224resized.png,2
842,../Dataset/Data\fox-resize-224\fox-resize-224\00000168_224resized.png,1
843,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000159_224resized.png,0
844,../Dataset/Data\fox-resize-224\fox-resize-224\00000274_224resized.png,1
845,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000120_224resized.png,2
846,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000115_224resized.png,5
847,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000317_224resized.png,2
848,../Dataset/Data\fox-resize-224\fox-resize-224\00000431_224resized.png,1
849,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000416_224resized.png,0
850,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000404_224resized.png,5
851,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000448_224resized.png,2
852,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000042_224resized.png,4
853,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000215_224resized.png,4
854,../Dataset/Data\lion-resize-224\lion-resize-224\00000281_224resized.png,3
855,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000249_224resized.png,5
856,../Dataset/Data\lion-resize-224\lion-resize-224\00000322_224resized.png,3
857,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000312_224resized.png,0
858,../Dataset/Data\lion-resize-224\lion-resize-224\00000028_224resized.png,3
859,../Dataset/Data\lion-resize-224\lion-resize-224\00000108_224resized.png,3
860,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000089_224resized.png,0
861,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000314_224resized.png,2
862,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000171_224resized.png,5
863,../Dataset/Data\lion-resize-224\lion-resize-224\00000007_224resized.png,3
864,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000417_224resized.png,4
865,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000183_224resized.png,4
866,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000022_224resized.png,5
867,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000311_224resized.png,0
868,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000073_224resized.png,0
869,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000028_224resized.png,5
870,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000587_224resized.png,2
871,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000000_224resized.png,2
872,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000151_224resized.png,4
873,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000300_224resized.png,5
874,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000293_224resized.png,2
875,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000033_224resized.png,0
876,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000004_224resized.png,2
877,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000330_224resized.png,4
878,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000206_224resized.png,0
879,../Dataset/Data\fox-resize-224\fox-resize-224\00000470_224resized.png,1
880,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000035_224resized.png,5
881,../Dataset/Data\fox-resize-224\fox-resize-224\00000417_224resized.png,1
882,../Dataset/Data\lion-resize-224\lion-resize-224\00000355_224resized.png,3
883,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000039_224resized.png,5
884,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000162_224resized.png,2
885,../Dataset/Data\fox-resize-224\fox-resize-224\00000273_224resized.png,1
886,../Dataset/Data\fox-resize-224\fox-resize-224\00000063_224resized.png,1
887,../Dataset/Data\lion-resize-224\lion-resize-224\00000012_224resized.png,3
888,../Dataset/Data\lion-resize-224\lion-resize-224\00000402_224resized.png,3
889,../Dataset/Data\fox-resize-224\fox-resize-224\00000238_224resized.png,1
890,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000068_224resized.png,0
891,../Dataset/Data\fox-resize-224\fox-resize-224\00000070_224resized.png,1
892,../Dataset/Data\lion-resize-224\lion-resize-224\00000031_224resized.png,3
893,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000215_224resized.png,0
894,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000208_224resized.png,0
895,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000325_224resized.png,5
896,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000457_224resized.png,2
897,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000574_224resized.png,2
898,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000165_224resized.png,4
899,../Dataset/Data\lion-resize-224\lion-resize-224\00000201_224resized.png,3
900,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000345_224resized.png,2
901,../Dataset/Data\fox-resize-224\fox-resize-224\00000357_224resized.png,1
902,../Dataset/Data\lion-resize-224\lion-resize-224\00000473_224resized.png,3
903,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000027_224resized.png,0
904,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000516_224resized.png,4
905,../Dataset/Data\fox-resize-224\fox-resize-224\00000094_224resized.png,1
906,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000003_224resized.png,0
907,../Dataset/Data\lion-resize-224\lion-resize-224\00000199_224resized.png,3
908,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000092_224resized.png,4
909,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000062_224resized.png,0
910,../Dataset/Data\fox-resize-224\fox-resize-224\00000277_224resized.png,1
911,../Dataset/Data\fox-resize-224\fox-resize-224\00000159_224resized.png,1
912,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000133_224resized.png,4
913,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000068_224resized.png,2
914,../Dataset/Data\lion-resize-224\lion-resize-224\00000269_224resized.png,3
915,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000267_224resized.png,4
916,../Dataset/Data\fox-resize-224\fox-resize-224\00000142_224resized.png,1
917,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000468_224resized.png,4
918,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000022_224resized.png,0
919,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000063_224resized.png,4
920,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000095_224resized.png,5
921,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000428_224resized.png,2
922,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000187_224resized.png,0
923,../Dataset/Data\fox-resize-224\fox-resize-224\00000310_224resized.png,1
924,../Dataset/Data\lion-resize-224\lion-resize-224\00000197_224resized.png,3
925,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000082_224resized.png,2
926,../Dataset/Data\fox-resize-224\fox-resize-224\00000007_224resized.png,1
927,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000148_224resized.png,4
928,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000212_224resized.png,4
929,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000118_224resized.png,0
930,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000416_224resized.png,4
931,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000383_224resized.png,0
932,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000144_224resized.png,5
933,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000319_224resized.png,4
934,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000397_224resized.png,0
935,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000440_224resized.png,4
936,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000303_224resized.png,5
937,../Dataset/Data\lion-resize-224\lion-resize-224\00000311_224resized.png,3
938,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000227_224resized.png,2
939,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000019_224resized.png,4
940,../Dataset/Data\fox-resize-224\fox-resize-224\00000303_224resized.png,1
941,../Dataset/Data\lion-resize-224\lion-resize-224\00000149_224resized.png,3
942,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000116_224resized.png,4
943,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000533_224resized.png,0
944,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000136_224resized.png,4
945,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000348_224resized.png,0
946,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000252_224resized.png,0
947,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000307_224resized.png,0
948,../Dataset/Data\lion-resize-224\lion-resize-224\00000022_224resized.png,3
949,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000373_224resized.png,0
950,../Dataset/Data\fox-resize-224\fox-resize-224\00000027_224resized.png,1
951,../Dataset/Data\lion-resize-224\lion-resize-224\00000038_224resized.png,3
952,../Dataset/Data\lion-resize-224\lion-resize-224\00000240_224resized.png,3
953,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000492_224resized.png,4
954,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000119_224resized.png,0
955,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000151_224resized.png,5
956,../Dataset/Data\fox-resize-224\fox-resize-224\00000037_224resized.png,1
957,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000453_224resized.png,4
958,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000568_224resized.png,0
959,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000043_224resized.png,5
960,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000338_224resized.png,4
961,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000362_224resized.png,0
962,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000032_224resized.png,5
963,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000199_224resized.png,4
964,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000364_224resized.png,5
965,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000042_224resized.png,5
966,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000455_224resized.png,4
967,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000193_224resized.png,5
968,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000354_224resized.png,0
969,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000485_224resized.png,0
970,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000200_224resized.png,4
971,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000098_224resized.png,4
972,../Dataset/Data\fox-resize-224\fox-resize-224\00000054_224resized.png,1
973,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000085_224resized.png,0
974,../Dataset/Data\fox-resize-224\fox-resize-224\00000291_224resized.png,1
975,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000477_224resized.png,4
976,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000076_224resized.png,4
977,../Dataset/Data\lion-resize-224\lion-resize-224\00000389_224resized.png,3
978,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000166_224resized.png,0
979,../Dataset/Data\lion-resize-224\lion-resize-224\00000159_224resized.png,3
980,../Dataset/Data\lion-resize-224\lion-resize-224\00000010_224resized.png,3
981,../Dataset/Data\lion-resize-224\lion-resize-224\00000451_224resized.png,3
982,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000580_224resized.png,2
983,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000010_224resized.png,5
984,../Dataset/Data\lion-resize-224\lion-resize-224\00000086_224resized.png,3
985,../Dataset/Data\lion-resize-224\lion-resize-224\00000062_224resized.png,3
986,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000231_224resized.png,2
987,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000245_224resized.png,5
988,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000408_224resized.png,2
989,../Dataset/Data\lion-resize-224\lion-resize-224\00000286_224resized.png,3
990,../Dataset/Data\lion-resize-224\lion-resize-224\00000144_224resized.png,3
991,../Dataset/Data\fox-resize-224\fox-resize-224\00000201_224resized.png,1
992,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000282_224resized.png,5
993,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000497_224resized.png,2
994,../Dataset/Data\wolf-resize-224\wolf-resize-224\00000405_224resized.png,5
995,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000110_224resized.png,4
996,../Dataset/Data\lion-resize-224\lion-resize-224\00000444_224resized.png,3
997,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000268_224resized.png,0
998,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000301_224resized.png,0
999,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000209_224resized.png,0
1000,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000256_224resized.png,0
1001,../Dataset/Data\fox-resize-224\fox-resize-224\00000014_224resized.png,1
1002,../Dataset/Data\lion-resize-224\lion-resize-224\00000321_224resized.png,3
1003,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000409_224resized.png,0
1004,../Dataset/Data\fox-resize-224\fox-resize-224\00000082_224resized.png,1
1005,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000389_224resized.png,2
1006,../Dataset/Data\lion-resize-224\lion-resize-224\00000180_224resized.png,3
1007,../Dataset/Data\fox-resize-224\fox-resize-224\00000275_224resized.png,1
1008,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000209_224resized.png,4
1009,../Dataset/Data\fox-resize-224\fox-resize-224\00000167_224resized.png,1
1010,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000425_224resized.png,2
1011,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000071_224resized.png,2
1012,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000204_224resized.png,2
1013,../Dataset/Data\lion-resize-224\lion-resize-224\00000169_224resized.png,3
1014,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000125_224resized.png,4
1015,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000051_224resized.png,2
1016,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000077_224resized.png,2
1017,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000024_224resized.png,2
1018,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000268_224resized.png,2
1019,../Dataset/Data\cheetah-resize-224\cheetah-resize-224\00000224_224resized.png,0
1020,../Dataset/Data\fox-resize-224\fox-resize-224\00000295_224resized.png,1
1021,../Dataset/Data\tiger-resize-224\tiger-resize-224\00000357_224resized.png,4
1022,../Dataset/Data\lion-resize-224\lion-resize-224\00000382_224resized.png,3
1023,../Dataset/Data\fox-resize-224\fox-resize-224\00000365_224resized.png,1
1024,../Dataset/Data\hyena-resize-224\hyena-resize-224\00000197_224resized.png,2
1025,../Dataset/Data\fox-resize-224\fox-resize-224\00000380_224resized.png,1
